Date of Final Decision,Submission Number ,Device,Company,Panel (lead),Primary Product Code,product_code,medical_specialty_description,device_class,device_name,definition
2021-08-11,K203448,uCT ATLAS with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2021-08-06,K211764,Vereos PET/CT,Philips Medical Systems Nederland B.V.,Radiology,KPS,KPS,Radiology,2,"System, Tomography, Computed, Emission",
2021-08-06,K212100,Kosmos,"EchoNous, Inc.",Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2021-08-02,K211431,breastscape v1.0,Olea Medical,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-07-30,K211222,qER-Quant,Qure.ai Technologies,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-07-30,K211379,syngo.via RT Image Suite,Siemens Medical Solutions USA Inc.,Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2021-07-27,K212074,ClariCT.AI,ClariPi Inc.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-07-27,K210791,Us2.v1,eko.ai Pte. Ltd. d/b/a Us2.ai,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-07-27,K211279,Volpara Imaging Software,Volpara Health Technologies Limited,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-07-27,K211655,aPROMISE,EXINI Diagnostics AB,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-07-23,K211951,GI Genius,Cosmo Artificial Intelligence - AI Ltd,Gastroenterology-Urology,QNP,QNP,"Gastroenterology, Urology",2,Gastrointesinal Lesion Software Detection System,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
2021-07-20,K210719,Change Healthcare Anatomical AI,Change Healthcare Canada Company,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-07-20,K211906,Vital Signs,Oxehealth Limited,Cardiovascular,QME,QME,Cardiovascular,2,"Software For Optical Camera-Based Measurement Of Pulse Rate, Heart Rate, Breathing Rate, And/Or Respiratory Rate","The device uses software algorithms to analyze video signal and estimate pulse rate, heart rate, respiratory rate and/or breathing rates. This device is not intended to independently direct therapy."
2021-07-20,K210666,Chest-CAD,"Imagen Technologies, Inc",Radiology,MYN,MYN,Radiology,2,"Analyzer, Medical Image","For information on the MYN device, please see:  https://www.federalregister.gov/documents/2020/01/22/2020-00494/radiology-devices-reclassification-of-medical-image-analyzers"
2021-07-12,K211506,PowerLook Density Assessment V4.0,"iCAD, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-07-08,K211788,HALO,Nico.Lab B.V.,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2021-07-01,K210611,MAGNETOM Free.Max,"Siemens Medical Solutions USA, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2021-06-29,K210645,RayStation 10.1,RaySearch Laboratories AB (publ),Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2021-06-17,K203514,Precise Position,"Philips Healthcare (Suzhou) Co., Ltd.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2021-06-16,K202718,Qmenta Care Platform Family,"Mint Labs, Inc., d/b/a. QMENTA",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-06-16,K210034,EnsoSleep,"EnsoData, Inc.",Neurology,OLZ,OLZ,Neurology,2,Automatic Event Detection Software For Polysomnograph With Electroencephalograph,"Automatically mark electroencephalograph and polysomongraph signals in order to aid in identification of such events and annotation of prolonged PSG traces; Automatically calculate simple measures obtained from recorded signals (e.G. Magnitude, time, frequency and simple statistical measures of marked events); All output subject to verification by qualified user"
2021-06-11,K210484,"LINQ II Insertable Cardiac Monitor, Zelda AI ECG Classification System","Medtronic, Inc.",Cardiovascular,MXD,MXD,Cardiovascular,2,"Recorder, Event, Implantable Cardiac, (With Arrhythmia Detection)",
2021-06-10,K211459,"syngo.via MI WorkFlows, Scenium, syngo MBF","Siemens Medical Solutions USA, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-06-10,K203629,IDx-DR,Digital Diagnostics Inc.,Ophthalmic,PIB,PIB,Ophthalmic,2,Diabetic Retinopathy Detection Device,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
2021-06-08,K210458,"OPTIS Mobile Next Imaging System, OPTIS Integrated Next Imaging System",Abbott Medical,Radiology,NQQ,NQQ,Radiology,2,"System, Imaging, Optical Coherence Tomography (Oct)",This device uses back-reflected light to create two-dimensional images versus back-reflected sound waves as are used in ultrasound imaging.
2021-06-02,K210404,Transpara 1.7.0,ScreenPoint Medical B.V.,Radiology,QDQ,QDQ,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2021-06-02,DEN200069,Cognoa ASD Diagnosis Aid,"Cognoa, Inc.",Neurology,QPF,QPF,Neurology,2,Pediatric Autism Spectrum Disorder Diagnosis Aid,A pediatric Autism Spectrum Disorder diagnosis aid is a prescription device that is intended for use as an aid in the diagnosis of Autism Spectrum Disorder in pediatric patients.
2021-05-21,K202527,Zio ECG Utilization Software (ZEUS) System,"iRhythm Technologies, Inc.",Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2021-05-19,K210237,CINA CHEST,Avicenna.AI,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2021-05-19,K210187,Overjet Dental Assist,"Overjet, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-05-13,K211118,SIGNA 7.0T,"GE Medical Systems, LLC",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2021-05-13,K210426,HS40 Diagnostic Ultrasound System,"Samsung Medison CO., LTD.",Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2021-04-30,K210001,HYPER AiR,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,KPS,KPS,Radiology,2,"System, Tomography, Computed, Emission",
2021-04-23,K203502,MEDO-Thyroid,MEDO DX Pte. Ltd.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-04-23,K203314,Cartesion Prime (PCD-1000A/3) V10.8,Canon Medical Systems Corporation,Radiology,KPS,KPS,Radiology,2,"System, Tomography, Computed, Emission",
2021-04-21,K210556,Preview Shoulder,Genesis Software Innovations,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-04-20,K203610,Automatic Anatomy Recognition (AAR),"Quantitative Radiology Solutions, LLC",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2021-04-19,K203469,AI Segmentation,"Varian Medical Systems, Inc.",Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2021-04-16,K203517,Saige-Q,"DeepHealth, Inc.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2021-04-14,K202992,"BriefCase, RIB Fractures Triage (RibFx)","Aidoc Medical, Ltd.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2021-04-09,DEN200055,GI Genius,"Cosmo Artificial Intelligence - AI, LTD",Gastroenterology-Urology,QNP,QNP,"Gastroenterology, Urology",2,Gastrointesinal Lesion Software Detection System,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.
2021-04-02,K202441,Eclipse II with Smart Noise Cancellation,"Carestream Health, Inc.",Radiology,MQB,MQB,Radiology,2,Solid State X-Ray Imager (Flat Panel/Digital Imager),
2021-04-02,K202928,DV. Target,Deepvoxel INC,Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2021-04-01,DEN200038,Gili Pro BioSensor (also known as Gili BioSensor System),ContinUse Biometrics Ltd.,Cardiovascular,QOK,QOK,Cardiovascular,2,Hardware And Software For Optical Camera-Based Measurement Of Heart Rate And Respiratory Rate,"The device uses an optical sensor system and software algorithms to obtain and analyze video signal and estimate pulse rate, heart rate, respiratory rate and/or breathing rates. This device is not intended to independently direct therapy."
2021-03-31,K210071,SIS System (Version 5.1.0),"Surgical Information Sciences, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-03-31,K203443,"MAGNETOM Vida, MAGNETOM Sola, MAGNETOM Lumina, MAGNETOM Altea","Siemens Medical Solutions USA, Inc.",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2021-03-31,K203258,syngo.CT Lung CAD,Siemens Healthcare GmbH,Radiology,OEB,OEB,Radiology,2,"Lung Computed Tomography System, Computer-Aided Detection","To assist radiologists in the review of multi-slice computed tomography (msct) exams of the chest and highlight potential nodules that the radiologist should review.  A computer aided diagnosis, lung computed tomography system is a class 3 device under product code NRR."
2021-03-26,DEN200019,Oxehealth Vital Signs,Oxehealth Limited,Cardiovascular,QME,QME,Cardiovascular,2,"Software For Optical Camera-Based Measurement Of Pulse Rate, Heart Rate, Breathing Rate, And/Or Respiratory Rate","The device uses software algorithms to analyze video signal and estimate pulse rate, heart rate, respiratory rate and/or breathing rates. This device is not intended to independently direct therapy."
2021-03-24,K203225,Aquilion ONE (TSX-306A/3) V10.4 with Spectral Imaging System,Canon Medical Systems Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2021-03-23,K210209,Viz ICH,"Viz.ai, Inc.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2021-03-19,K203235,VBrain,Vysioneer Inc.,Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2021-03-12,K202284,Oncospace,"Oncospace, Inc.",Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2021-03-12,K203822,ProFound AI Software V3.0,iCAD Inc.,Radiology,QDQ,QDQ,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2021-03-09,K203256,Imbio RV/LV Software,"Imbio, LLC",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-03-05,K202300,"Optellum Virtual Nodule Clinic, Optellum software, Optellum platform",Optellum Ltd,Radiology,POK,POK,Radiology,2,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,Assist users in characterizing lesions identified on acquired medical images
2021-03-04,K203323,"Vantage Galan 3T, MRT-3020, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2021-03-02,K203617,MaxFOV 2,"GE Medical Systems, LLC.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2021-03-01,DEN200022,Analytic for Hemodynamic Instability (AHI),Fifth Eye Inc.,Cardiovascular,QNV,QNV,Cardiovascular,2,Adjunctive Hemodynamic Indicator With Decision Point,An adjunctive hemodynamic indicator with decision point is a device that identifies and monitors hemodynamic condition(s) of interest and provides notifications at a clinically meaningful decision point. This device is intended to be used adjunctively along with other monitoring and patient information.
2021-02-26,K203182,SubtleMR,"Subtle Medical, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-02-25,K203578,"OTIS 2.1 Optical Coherence Tomography System, THiA Optical Coherence Tomography System","Perimeter Medical Imaging AI, Inc.",Radiology,NQQ,NQQ,Radiology,2,"System, Imaging, Optical Coherence Tomography (Oct)",This device uses back-reflected light to create two-dimensional images versus back-reflected sound waves as are used in ultrasound imaging.
2021-02-25,K202990,NinesMeasure,"Nines, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-02-19,K202212,TruPlan,Circle Cardiovascular Imaging Inc.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-02-09,K203103,"Synapse 3D, Synapse 3D Base Tools v6.1",Fujifilm Corporation,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-02-05,K210053,LVivo Software Application,DiA Imaging Analysis Ltd,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-02-04,K203582,QUIBIM Precision Prostate (qp-Prostate),QUIBIM S.L.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2021-01-29,K201411,Visage Breast Density,Visage Imaging GmbH,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2021-01-15,K193271,uAI EasyTriage-Rib,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2021-01-15,K202767,"Vantage Orian 1.5T, MRT-1550, V6.0",Canon Medical Systems Corporation,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2021-01-14,K202700,ART-Plan,TheraPanacea,Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2021-01-12,K201836,Aquilion Lightning (TSX-036A/7) V10.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2021-01-12,K203280,Hepatica v1 (Hepatica v1.0.0),Perspectum Ltd.,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2021-01-11,P200003,Imagio Breast Imaging System,"Seno Medical Instruments, Inc.",Radiology,QNK,QNK,Unknown,3,Optoacoustic Imaging System,The device is indicated for imaging the breast using optoacoustic technology for breast cancer diagnosis
2021-01-09,K200717,CLEWICU System (ClewICUServer and ClewICUnitor),CLEW Medical Ltd.,Cardiovascular,QNL,QNL,Cardiovascular,2,Medium-Term Adjunctive Predictive Cardiovascular Indicator,The adjunctive predictive cardiovascular indicator is a prescription device that uses software algorithms to analyze cardiovascular vital signs and predict future cardiovascular status or events within a defined medium-term period. This device is intended for adjunctive use with other physical vital sign parameters and patient information and is not intended to independently direct therapy.
2021-01-08,K203329,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,PJA,Cardiovascular,2,Coronary Vascular Physiologic Simulation Software,A coronary vascular physiologic simulation software device is intended to aid in the identification of functionally significant cardiovascular disease.
2021-01-07,K202414,BrainInsight,"Hyperfine Research, Inc",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-12-29,K203508,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2020-12-22,K202229,AI Metrics,"AI Metrics, LLC",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-12-18,K201555,EchoGo Pro,Ultromics Ltd,Radiology,POK,POK,Radiology,2,Computer-Assisted Diagnostic Software For Lesions Suspicious For Cancer,Assist users in characterizing lesions identified on acquired medical images
2020-12-10,K203042,Aquilion Exceed LB (TSX-202A/3) V10.6 with AiCE-I,Canon Medical Systems Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2020-12-10,K201745,Deep Learning Image Reconstruction for Gemstone Spectral Imaging,"GE Medical Systems, LLC",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2020-12-07,K201039,HepaFat-AI,Resonance Health Analysis Services Pty Ltd,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2020-12-04,K202487,HealthJOINT,Zebra Medical Vision Ltd.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-11-20,K203169,Revolution Ascend,GE Healthcare Japan Corporation,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2020-11-20,K193287,CorInsights MRI,"ADM Diagnostics, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-11-20,K200873,HALO,NICo-Lab B.V.,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2020-11-18,K201195,"syngo.via MI Workflows, syngo MBF","Siemens Medical Solutions USA, Inc.",Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2020-11-18,K201019,Genius AI Detection,"Hologic, Inc.",Radiology,QDQ,QDQ,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Lesions Suspicious For Cancer,"A radiological computer assisted detection and diagnostic software for suspected lesions is an image processing device intended to aid in the detection, localization, and characterization of lesions suspicious for cancer on acquired medical images (e.g., mammography , MR, CT, ultrasound, radiography). The device detects, identifies and characterizes lesions suspicious for cancer based on features or information extracted from the images, and may provide information about the presence, location, and characteristics of the lesion to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2020-11-17,K193306,PROView,GE Medical Systems SCS,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-11-12,K201985,KardiaAI,"AliveCor, Inc.",Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2020-11-12,K193289,"FastStroke, CT Perfusion 4D",GE Medical Systems SCS,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2020-11-06,K193562,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc.",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2020-11-06,K200750,Neuro.Al Algorithm,"TeraRecon, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-10-30,K202013,WRDensity by Whiterabbit.ai,Whiterabbit.ai Inc.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2020-10-30,K200323,AutoContour,"Radformation, Inc.",Radiology,QKB,QKB,Radiology,2,Radiological Image Processing Software For Radiation Therapy,"To provide semi-automatic or fully-automated radiological image processing and analysis tools for radiation therapy. Software implementing artificial intelligence (AI) including nonadaptive machine learning algorithms trained with clinical and/or artificial radiological images. In these devices, the algorithm training images  typically impact device performance. AI based radiological image processing software  is intended to be used in the workflow of radiation therapy.  Adaptive AI algorithms are not within the scope of this product code. Primary radiation dose calculation or plan optimization for treatment planning are not within scope of this product code."
2020-10-28,K202089,"LensHooke X1 PRO Semen Quality Analyzer, LensHooke X1 PRO SE Semen Quality Analyzer","Bonraybio Co., Ltd.",Hematology,POV,POV,Hematology,2,Semen Analysis Device,"Device used to evaluate one or more human semen parameters including semen volume, sperm concentration, total sperm number, sperm motility, sperm morphology, sperm vitality, white blood cell concentration, and pH."
2020-10-16,K201710,A View LCS,"Coreline Soft Co., Ltd.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-10-16,K200595,"CellaVision DC-1, CellaVision DC-1 PPA",CellaVision AB,Hematology,JOY,JOY,Hematology,2,"Device, Automated Cell-Locating",
2020-10-15,K201615,SIGNA 7.0T,"GE Medical Systems, LLC",Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2020-10-11,K202501,Quantib Prostate,Quantib BV,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-10-09,K193631,"Stethee Pro 1, Stethee Pro Software System",M3DICINE Pty Ltd.,Cardiovascular,DQD,DQD,Cardiovascular,2,"Stethoscope, Electronic",
2020-10-02,K202280,Cleerly Labs v2.0,"Cleerly, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-10-02,K202170,LiverMultiScan,Perspectum LTD,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
