proprietary_name,openfda.device_name,product_code,created_date,cleaned_proprietary_name
"['Bronchoscope (flexible or rigid) - Monarch Platform (MON-000008)', 'Monarch Navigation Patient Patches (MBR-000016)', 'Bronchoscope Fluidics Tubing (MBR-000218)', 'Monarch Controller (MON-000712)', 'Monarch Navigation Field Generator Mount (210-000343-00)', 'System, x-ray, tomography, computed - Monarch Platform (MON-000008)', 'Monarch Tower (MON-000008) 210-007591-00', 'Bronchoscope Patient Introducer Mount (210-000346-00)', 'Bronchoscope Patient Introducer Kit (MBR-000017)', 'Monarch Navigation Patient Sensors (MON-000705)', 'Monarch Bronchoscope (MBR-000211-A)', 'Bronchoscope Sheath Valve (MBR-000020)', 'Monarch Cart (MON-000008 - 210-007592)', 'Bronchoscope (flexible or rigid) - Biopsy Forceps - Smooth Cup (MBR-000014);', 'Cytology Brush (MBR-000015)', 'MON-000710 Monarch Pre-Op Planning System Kit', 'Monarch Advanced Imaging Accessory Kit (MON-000709);']",Reprocessed Bronchoscope,QNW,2025-02-25,'bronchoscope (flexible or rigid) - monarch platform (mon-000008)' 'monarch navigation patient patches (mbr-000016)' 'bronchoscope fluidics tubing (mbr-000218)' 'monarch controller (mon-000712)' 'monarch navigation field generator mount (210-000343-00)' 'system x-ray tomography computed - monarch platform (mon-000008)' 'monarch tower (mon-000008) 210-007591-00' 'bronchoscope patient introducer mount (210-000346-00)' 'bronchoscope patient introducer kit (mbr-000017)' 'monarch navigation patient sensors (mon-000705)' 'monarch bronchoscope (mbr-000211-a)' 'bronchoscope sheath valve (mbr-000020)' 'monarch cart (mon-000008 - 210-007592)' 'bronchoscope (flexible or rigid) - biopsy forceps - smooth cup (mbr-000014);' 'cytology brush (mbr-000015)' 'mon-000710 monarch pre-op planning system kit' 'monarch advanced imaging accessory kit (mon-000709);'
"['Bronchoscope (flexible or rigid) - Monarch Platform (MON-000008)', 'Monarch Navigation Patient Patches (MBR-000016)', 'Bronchoscope Fluidics Tubing (MBR-000218)', 'Monarch Controller (MON-000712)', 'Monarch Navigation Field Generator Mount (210-000343-00)', 'System, x-ray, tomography, computed - Monarch Platform (MON-000008)', 'Monarch Tower (MON-000008) 210-007591-00', 'Bronchoscope Patient Introducer Mount (210-000346-00)', 'Bronchoscope Patient Introducer Kit (MBR-000017)', 'Monarch Navigation Patient Sensors (MON-000705)', 'Monarch Bronchoscope (MBR-000211-A)', 'Bronchoscope Sheath Valve (MBR-000020)', 'Monarch Cart (MON-000008 - 210-007592)', 'Bronchoscope (flexible or rigid) - Biopsy Forceps - Smooth Cup (MBR-000014);', 'Cytology Brush (MBR-000015)', 'MON-000710 Monarch Pre-Op Planning System Kit', 'Monarch Advanced Imaging Accessory Kit (MON-000709);']",Bronchoscope (Flexible Or Rigid),EOQ,2025-02-25,'bronchoscope (flexible or rigid) - monarch platform (mon-000008)' 'monarch navigation patient patches (mbr-000016)' 'bronchoscope fluidics tubing (mbr-000218)' 'monarch controller (mon-000712)' 'monarch navigation field generator mount (210-000343-00)' 'system x-ray tomography computed - monarch platform (mon-000008)' 'monarch tower (mon-000008) 210-007591-00' 'bronchoscope patient introducer mount (210-000346-00)' 'bronchoscope patient introducer kit (mbr-000017)' 'monarch navigation patient sensors (mon-000705)' 'monarch bronchoscope (mbr-000211-a)' 'bronchoscope sheath valve (mbr-000020)' 'monarch cart (mon-000008 - 210-007592)' 'bronchoscope (flexible or rigid) - biopsy forceps - smooth cup (mbr-000014);' 'cytology brush (mbr-000015)' 'mon-000710 monarch pre-op planning system kit' 'monarch advanced imaging accessory kit (mon-000709);'
['Medacta8675 (DK) - NextAR Spine Platform'],Orthopedic Stereotaxic Instrument,OLO,2022-11-04,'medacta8675 (dk) - nextar spine platform'
['Medacta8675 (DK) - NextAR Spine Platform'],"Prosthesis, Knee, Patellofemorotibial, Semi-Constrained, Cemented, Polymer/Metal/Polymer",JWH,2022-11-04,'medacta8675 (dk) - nextar spine platform'
['Medacta8675 (DK) - NextAR Spine Platform'],Orthopaedic Surgical Planning And Instrument Guides,PBF,2022-11-04,'medacta8675 (dk) - nextar spine platform'
"['SOLO LAB ANALOG', 'O-RING LAB ANALOG', 'Ti SCANBODY', 'HANDPIECE HEX DRIVER', 'AF/EF COMPLETE KIT', 'GUIDE PIN CONNECTOR', 'GINGIVA GAUGE', 'CRESTAL PREPARATOR', 'SNUC FULLY GUIDED KIT', 'COMPACT KIT', 'TORQUE WRENCH', 'TISSUE PUNCH', 'O-RING DRIVER', 'HYBRID PROSTHETIC KIT', 'SCANBODY', 'COUPLE IMPRESSION COPING TRANSFER', 'COUPLE IMPRESSION TRANSFER SCREW', 'SCREW ABUTMENT DRIVER', 'FLAT DRIVER', 'GUIDE FIXTURE WRENCH DRIVER', 'GUIDE PIN', 'SOLO IMPRESSION CAP', 'PARALLEL PIN', 'GUIDE PIN (THREAD)', 'GUIDE MOUNT', 'GUIDE STENT SLEEVE WINDOW', 'COUPLE IMPRESSION PICK-UP SCREW', 'AF/EF SNUCONE KIT', 'MOUNT REMOVER', 'GUIDE PIN SLEEVE', 'FIXTURE GRIP WRENCH DRIVER', 'COUPLE IMPRESSION COPING PICK-UP', 'ABIDING KIT', 'DRILL EXTENSION', 'BONE TRIMMER GUIDE PIN', 'SNUC ADVANCED GUIDED KIT', 'ABIDING COUPLE LAB ANALOG', 'MOUNT ADAPTOR (T/W)', 'ABIDING COUPLE DIGITAL LAB ANALOG', 'ABIDING DIGITAL LAB ANALOG SCREW', 'GUIDE FIXTURE DRIVER', 'FIXTURE GRIP DRIVER', 'DEPTH GAUGE WRENCH GUIDE HOLDER', 'HEX WRENCH DRIVER', 'SNUC NARROW GUIDED KIT', 'GUIDE PIN (NON THREAD)', 'TI SCANBODY SCREW', 'SLEEVE REMOVER', 'GUIDE STENT SLEEVE THREAD', 'MOUNT EXTENSION', 'GUIDE STENT TRIMMER', 'ABIDING MU SCANBODY', 'SNUC COMPACT GUIDED KIT', 'MOUNT ADAPTOR (H/P)', 'GUIDE STENT SLEEVE NON THREAD', 'ABIDING MU LAB ANALOG', 'SNUC SOLE GUIDED KIT', 'SOLO PLASTIC COPING']","Accessories, Implant, Dental, Endosseous",NDP,2022-10-26,'solo lab analog' 'o-ring lab analog' 'ti scanbody' 'handpiece hex driver' 'af/ef complete kit' 'guide pin connector' 'gingiva gauge' 'crestal preparator' 'snuc fully guided kit' 'compact kit' 'torque wrench' 'tissue punch' 'o-ring driver' 'hybrid prosthetic kit' 'scanbody' 'couple impression coping transfer' 'couple impression transfer screw' 'screw abutment driver' 'flat driver' 'guide fixture wrench driver' 'guide pin' 'solo impression cap' 'parallel pin' 'guide pin (thread)' 'guide mount' 'guide stent sleeve window' 'couple impression pick-up screw' 'af/ef snucone kit' 'mount remover' 'guide pin sleeve' 'fixture grip wrench driver' 'couple impression coping pick-up' 'abiding kit' 'drill extension' 'bone trimmer guide pin' 'snuc advanced guided kit' 'abiding couple lab analog' 'mount adaptor (t/w)' 'abiding couple digital lab analog' 'abiding digital lab analog screw' 'guide fixture driver' 'fixture grip driver' 'depth gauge wrench guide holder' 'hex wrench driver' 'snuc narrow guided kit' 'guide pin (non thread)' 'ti scanbody screw' 'sleeve remover' 'guide stent sleeve thread' 'mount extension' 'guide stent trimmer' 'abiding mu scanbody' 'snuc compact guided kit' 'mount adaptor (h/p)' 'guide stent sleeve non thread' 'abiding mu lab analog' 'snuc sole guided kit' 'solo plastic coping'
['Neu Platform'],"Reminder, Medication",NXQ,2024-08-13,'neu platform'
['Neu Platform'],"Computerized Cognitive Assessment Aid, Exempt",PTY,2024-08-13,'neu platform'
"['Wearable Milk Collector', 'Freestyle Flex Connector']","Breast Pump Accessory, Milk Expression Aid, Via Positive Pressure",PWA,2023-02-26,'wearable milk collector' 'freestyle flex connector'
['DTX Studio Diagnose'],"System, Image Processing, Radiological",LLZ,2023-03-23,'dtx studio diagnose'
['DIBS AI Indirect Bonding Tray'],Indirect Bonding Tray,QJJ,2024-12-18,'dibs ai indirect bonding tray'
['SmartCardia 7L Platform'],"Detector And Alarm, Arrhythmia",DSI,2023-10-26,'smartcardia 7l platform'
['SmartCardia 7L Platform'],"Transmitters And Receivers, Physiological Signal, Radiofrequency",DRG,2023-10-26,'smartcardia 7l platform'
['AI-Rad Companion (Pulmonary) VA20'],Automated Radiological Image Processing Software,QIH,2022-08-31,'ai-rad companion (pulmonary) va20'
['AI-Rad Companion (Pulmonary) VA20'],"System, X-Ray, Tomography, Computed",JAK,2022-08-31,'ai-rad companion (pulmonary) va20'
"['WiScope® Image System', 'WiScope Digital Bronchoscope System', 'WiScope® Single-Use Digital Flexible Bronchoscope']",Bronchoscope (Flexible Or Rigid),EOQ,2022-11-18,'wiscope® image system' 'wiscope digital bronchoscope system' 'wiscope® single-use digital flexible bronchoscope'
['Neo ADVISE software'],Orthopedic Stereotaxic Instrument,OLO,2024-05-13,'neo advise software'
"['AI Tape', 'Kinesiology Tape']","Tape And Bandage, Adhesive",KGX,2022-05-09,'ai tape' 'kinesiology tape'
['Momcozy Wearable Breast Pump (Model S10); Momcozy Wearable Breast Pump (Model X1);'],"Pump, Breast, Powered",HGX,2022-06-29,'momcozy wearable breast pump (model s10); momcozy wearable breast pump (model x1);'
"['Ceros 1 mL Syringe', 'Ceros Syringe', 'Ceros TB Syringe']","Syringe, Piston",FMF,2024-06-03,'ceros 1 ml syringe' 'ceros syringe' 'ceros tb syringe'
"['Ceros 1 mL Syringe', 'Ceros Syringe', 'Ceros TB Syringe']","Needle, Hypodermic, Single Lumen",FMI,2024-06-03,'ceros 1 ml syringe' 'ceros syringe' 'ceros tb syringe'
"['1 ML FIXED NEEDLE, 3 ML LUER LOCK, 5 ML LUER LOCK, 10 ML LUER LOCK, 20 ML LUERL LOCK SAFETY SYRINGES']","Syringe, Antistick",MEG,2022-09-16,'1 ml fixed needle 3 ml luer lock 5 ml luer lock 10 ml luer lock 20 ml luerl lock safety syringes'
"['EUROArrayProcessor', 'EUROArrayScanner', 'EUROArrayProcessor Pre-PCR Software', 'EUROArrayProcessor Reagent tray set']",Instrumentation For Clinical Multiplex Test Systems,NSU,2022-08-19,'euroarrayprocessor' 'euroarrayscanner' 'euroarrayprocessor pre-pcr software' 'euroarrayprocessor reagent tray set'
"['Ladybug Silicone Breast Milk Collector(MHK100)', 'Ladybug Hybrid Silicone Breast Milk Collector(MHK146)', 'Silicone Colostrum Collector(Sterile)(MHK158)', 'Silicone Colostrum Collector Pack(Sterile)(MHK149)', 'Silicone Colostrum Collector(Sterile)(MHK140)', 'Ladybug Silicone Breast Milk Collector(MHK143)', 'Shell Wearable Silicone Breast Pumps 120m1-2pcs(MHK185)', 'Silicone Colostrum Collector Pack(Sterile)(MHK156)', 'Ladybug Hybrid Silicone Breast Milk Collector(MHK145)', 'Shell Wearable Silicone Breast Pump 75m1-1pc(MHK182)', 'Silicone Colostrum Collector(Sterile)(MHK157)', 'Ladybug Silicone Breast Milk Collector(MHK088)', 'Ladybug Silicone Breast Milk Collector(MHK144)', 'Multi-size Silicone Colostrum Collector Pack(Sterile)(MHK159)', 'Shell Pumps & Steriliser Bag Combo75ml Shell (2pcs)+ 750ml Steriiser Bag(1 pc)(MHK201)', 'Ladybug Hybrid Silicone Breast Milk Collector(MHK148)', 'Ladybug Hybrid Silicone Breast Milk Collector(MHK147)', 'Shell Wearable Silicone Breast Pump 120m1-1pc(MHK184)', 'Silicone Colostrum Collector(Sterile)(MHK142)', 'Ladybug Silicone Breast Milk Collector(MHK087)', 'Ladybug Silicone Breast Milk Collector(MHK084)', 'Shell Wearable Silicone Breast Pumps 75m1-2pcs(MMHK183)']","Breast Pump Accessory, Milk Expression Aid, Via Positive Pressure",PWA,2023-11-09,'ladybug silicone breast milk collector(mhk100)' 'ladybug hybrid silicone breast milk collector(mhk146)' 'silicone colostrum collector(sterile)(mhk158)' 'silicone colostrum collector pack(sterile)(mhk149)' 'silicone colostrum collector(sterile)(mhk140)' 'ladybug silicone breast milk collector(mhk143)' 'shell wearable silicone breast pumps 120m1-2pcs(mhk185)' 'silicone colostrum collector pack(sterile)(mhk156)' 'ladybug hybrid silicone breast milk collector(mhk145)' 'shell wearable silicone breast pump 75m1-1pc(mhk182)' 'silicone colostrum collector(sterile)(mhk157)' 'ladybug silicone breast milk collector(mhk088)' 'ladybug silicone breast milk collector(mhk144)' 'multi-size silicone colostrum collector pack(sterile)(mhk159)' 'shell pumps & steriliser bag combo75ml shell (2pcs)+ 750ml steriiser bag(1 pc)(mhk201)' 'ladybug hybrid silicone breast milk collector(mhk148)' 'ladybug hybrid silicone breast milk collector(mhk147)' 'shell wearable silicone breast pump 120m1-1pc(mhk184)' 'silicone colostrum collector(sterile)(mhk142)' 'ladybug silicone breast milk collector(mhk087)' 'ladybug silicone breast milk collector(mhk084)' 'shell wearable silicone breast pumps 75m1-2pcs(mmhk183)'
"['ECG Gel 5000 ml', 'ECG Gel 500 ml', 'ECG Gel 250 ml', 'ECG Gel 1000 ml']","Electrode, Electrocardiograph, Multi-Function",MLN,2024-07-31,'ecg gel 5000 ml' 'ecg gel 500 ml' 'ecg gel 250 ml' 'ecg gel 1000 ml'
"['ENSITE-SRFLNK-01 EnSite\x99 X EP System SurfaceLink Module', 'ENSITE-LE-01 EnSite\x99 X EP System Live Export Software License', 'ENSITE-AMPCART1-01 EnSite\x99 X EP System Amplifier Cart', 'ENSITE-MONPOLE-01 EnSite\x99 X EP System Monitor Pole', 'ENSITE-CIM-80-01 EnSite\x99 X EP System Catheter Input Module', 'ENSITE-FF-ABRKT-01 EnSite\x99 Adjustable Field Frame Bracket', 'ENSITE-ECGOUT-01 EnSite\x99 X EP System ECG Output Module', 'ENSITE-R-AMP-01 EnSite\x99 X EP System Amplifier', 'ENSITE-DWS-1.1 EnSite\x99 X EP System Display Workstation', 'ENSITE-D-WS-01 EnSite\x99 X EP System Wave Speed Map Demo Software License', 'ENSITE-ECGRL-01 EnSite\x99 X EP System Radio-lucent ECG Lead set', 'ENSITE-DWSCART-01 EnSite\x99 X EP System Display Workstation Cart', 'ENSITE-LV-01 EnSite\x99 X Ep System EnSite\x99 LiveView Dynamic Display Software License', 'ENSITE-R-FF-01 EnSite\x99 X EP System Field Frame', 'ENSITE-SW-1.1.1 EnSite\x99 X EP System Software Upgrade', 'ENSITE-ACBL-160-01 EnSite\x99 X EP System Connect Cable', 'ENSITE-PRSFRNT-01 EnSite\x99 X EP System Patient Reference Sensor', 'ENSITE-D-AM-2 EnSite\x99 X EP System Advanced Mapping Demo Software License', 'ENSITE-D-LV-01 EnSite\x99 X EP System EnSite\x99 LiveView Dynamic Display Demo Software License', 'ENSITE-CL-01 EnSite\x99 X EP System EnSite Cloud Software License', 'ENSITE-SEK-5-01 EnSite\x99 X EP System Surface Electrode Kit', 'ENSITE-DWS-2.1 EnSite\x99 X EP System Display Workstation', 'ENSITE-ECGRO-01 EnSite\x99 X EP System Radio-opaque ECG Lead set', 'ENSITE-R-DWS-1.1 EnSite\x99 X EP System Display WorkStation', 'ENSITE-R-AMP-02 EnSite\x99 X EP System Amplifier', 'ENSITE-FF-01 EnSite\x99 X EP System Field Frame', 'ENSITE-CR-56-01 EnSite\x99 X EP System Recording System IC Output Cable', 'ENSITE-FF-4.5C-01 EnSite\x99 X EP System Field Frame Cable', 'ENSITE-RMS-01 EnSite\x99 X EP System Remote Monitor Stand', 'EnSite\x99 X EP System Level Order Number ENSITE-SYSTEM-201', 'ENSITE-SW-1.2 EnSite\x99 X EP System Software Upgrade', 'ENSITE-FF-3MC-01 EnSite\x99 X EP System Field Frame Cable', 'ENSITE-WS-01 EnSite\x99 X EP System Wave Speed Map Software License', 'ENSITE-TF-02 EnSite\x99 X EP System TactiFlex\x99 Ablation Catheter, Sensor Enabled\x99 Software License', 'ENSITE-D-CF-01 EnSite\x99 X EP System Contact Force Software License', 'ENSITE-WM56-144-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-AMP-02 EnSite\x99 X EP System Amplifier', 'ENSITE-OT-01 EnSite\x99 X EP System EnSite\x99 Omnipolar Technology Software License', 'ENSITE-CECG-60-01 EnSite\x99 X EP System ECG Cable', 'ENSITE-PRSBACK-01 EnSite\x99 X EP System Patient Reference Sensor', 'EnSite\x99 X EP System Level Order Number ENSITE-SYSTEM-111', 'ENSITE-DMMK-01 EnSite\x99 X EP System Dual Monitor Mount', 'ENSITE-SMMK-01 EnSite\x99 X EP System Single Monitor Mount', 'ENSITE-CF-01 EnSite\x99 X EP System Contact Force Software License', 'ENSITE-ACBL-60-01 EnSite\x99 X EP System Connect Cable', 'ENSITE-D-OT-01 EnSite\x99 X EP System EnSite\x99 Omnipolar Technology Demo Software License', 'ENSITE-TFM-02 EnSite\x99 X EP System TactiFlex\x99 Ablation Catheter, Sensor Enabled\x99 Software Upgrade', 'ENSITE-WM64-60-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-SW-2.1 EnSite\x99 X EP System Software Upgrade', 'ENSITE-R-DWS-01 EnSite\x99 X EP System Display Workstation', 'ENSITE-DWS-01 EnSite\x99 X EP System Display Workstation', 'ENSITE-AMP-EPM-01 EnSite\x99 X EP System Amplifier Power Module', 'ENSITE-R-DWS-2.1 EnSite\x99 X EP System Display Workstation', 'ENSITE-AMPCART3-01 EnSite\x99 X EP System Amplifier Cart', 'ENSITE-WM64-144-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-OTAC-01 EnSite\x99 X EP System OTA Certificate Software License', 'ENSITE-CIM-20-01 EnSite\x99 X EP System Catheter Input Module', 'ENSITE-AMP-01 EnSite\x99 X EP System Amplifier', 'ENSITE-TMMK-01 EnSite\x99 X EP System Triple Monitor Mount Kit', 'ENSITE-SW-2 EnSite\x99 X EP System Software Upgrade', 'ENSITE-OTEXPORT-01 EnSite\x99 X EP System EnSite\x99 Omnipolar Technology Data Export Software License', 'ENSITE-FF-BRCKT-01 EnSite\x99 Fixed Field Frame Bracket', 'ENSITE-AM-2 EnSite\x99 X EP System Advanced Mapping Software License', 'ENSITE-WM56-60-01 EnSite\x99 X EP System IC Output Cable', 'ENSITE-CECG-144-01 EnSite\x99 X EP System ECG Cable', 'ENSITE-SW-1.1 EnSite\x99 X EP System Software Upgrade', 'ENSITE-RAILMNT-01 EnSite\x99 X EP System Bedrail Mount', 'ENSITE-CR-64-01 EnSite\x99 X EP System Recording System IC Output Cable']","Computer, Diagnostic, Programmable",DQK,2022-09-19,'ensite-srflnk-01 ensite\x99 x ep system surfacelink module' 'ensite-le-01 ensite\x99 x ep system live export software license' 'ensite-ampcart1-01 ensite\x99 x ep system amplifier cart' 'ensite-monpole-01 ensite\x99 x ep system monitor pole' 'ensite-cim-80-01 ensite\x99 x ep system catheter input module' 'ensite-ff-abrkt-01 ensite\x99 adjustable field frame bracket' 'ensite-ecgout-01 ensite\x99 x ep system ecg output module' 'ensite-r-amp-01 ensite\x99 x ep system amplifier' 'ensite-dws-1.1 ensite\x99 x ep system display workstation' 'ensite-d-ws-01 ensite\x99 x ep system wave speed map demo software license' 'ensite-ecgrl-01 ensite\x99 x ep system radio-lucent ecg lead set' 'ensite-dwscart-01 ensite\x99 x ep system display workstation cart' 'ensite-lv-01 ensite\x99 x ep system ensite\x99 liveview dynamic display software license' 'ensite-r-ff-01 ensite\x99 x ep system field frame' 'ensite-sw-1.1.1 ensite\x99 x ep system software upgrade' 'ensite-acbl-160-01 ensite\x99 x ep system connect cable' 'ensite-prsfrnt-01 ensite\x99 x ep system patient reference sensor' 'ensite-d-am-2 ensite\x99 x ep system advanced mapping demo software license' 'ensite-d-lv-01 ensite\x99 x ep system ensite\x99 liveview dynamic display demo software license' 'ensite-cl-01 ensite\x99 x ep system ensite cloud software license' 'ensite-sek-5-01 ensite\x99 x ep system surface electrode kit' 'ensite-dws-2.1 ensite\x99 x ep system display workstation' 'ensite-ecgro-01 ensite\x99 x ep system radio-opaque ecg lead set' 'ensite-r-dws-1.1 ensite\x99 x ep system display workstation' 'ensite-r-amp-02 ensite\x99 x ep system amplifier' 'ensite-ff-01 ensite\x99 x ep system field frame' 'ensite-cr-56-01 ensite\x99 x ep system recording system ic output cable' 'ensite-ff-4.5c-01 ensite\x99 x ep system field frame cable' 'ensite-rms-01 ensite\x99 x ep system remote monitor stand' 'ensite\x99 x ep system level order number ensite-system-201' 'ensite-sw-1.2 ensite\x99 x ep system software upgrade' 'ensite-ff-3mc-01 ensite\x99 x ep system field frame cable' 'ensite-ws-01 ensite\x99 x ep system wave speed map software license' 'ensite-tf-02 ensite\x99 x ep system tactiflex\x99 ablation catheter sensor enabled\x99 software license' 'ensite-d-cf-01 ensite\x99 x ep system contact force software license' 'ensite-wm56-144-01 ensite\x99 x ep system ic output cable' 'ensite-amp-02 ensite\x99 x ep system amplifier' 'ensite-ot-01 ensite\x99 x ep system ensite\x99 omnipolar technology software license' 'ensite-cecg-60-01 ensite\x99 x ep system ecg cable' 'ensite-prsback-01 ensite\x99 x ep system patient reference sensor' 'ensite\x99 x ep system level order number ensite-system-111' 'ensite-dmmk-01 ensite\x99 x ep system dual monitor mount' 'ensite-smmk-01 ensite\x99 x ep system single monitor mount' 'ensite-cf-01 ensite\x99 x ep system contact force software license' 'ensite-acbl-60-01 ensite\x99 x ep system connect cable' 'ensite-d-ot-01 ensite\x99 x ep system ensite\x99 omnipolar technology demo software license' 'ensite-tfm-02 ensite\x99 x ep system tactiflex\x99 ablation catheter sensor enabled\x99 software upgrade' 'ensite-wm64-60-01 ensite\x99 x ep system ic output cable' 'ensite-sw-2.1 ensite\x99 x ep system software upgrade' 'ensite-r-dws-01 ensite\x99 x ep system display workstation' 'ensite-dws-01 ensite\x99 x ep system display workstation' 'ensite-amp-epm-01 ensite\x99 x ep system amplifier power module' 'ensite-r-dws-2.1 ensite\x99 x ep system display workstation' 'ensite-ampcart3-01 ensite\x99 x ep system amplifier cart' 'ensite-wm64-144-01 ensite\x99 x ep system ic output cable' 'ensite-otac-01 ensite\x99 x ep system ota certificate software license' 'ensite-cim-20-01 ensite\x99 x ep system catheter input module' 'ensite-amp-01 ensite\x99 x ep system amplifier' 'ensite-tmmk-01 ensite\x99 x ep system triple monitor mount kit' 'ensite-sw-2 ensite\x99 x ep system software upgrade' 'ensite-otexport-01 ensite\x99 x ep system ensite\x99 omnipolar technology data export software license' 'ensite-ff-brckt-01 ensite\x99 fixed field frame bracket' 'ensite-am-2 ensite\x99 x ep system advanced mapping software license' 'ensite-wm56-60-01 ensite\x99 x ep system ic output cable' 'ensite-cecg-144-01 ensite\x99 x ep system ecg cable' 'ensite-sw-1.1 ensite\x99 x ep system software upgrade' 'ensite-railmnt-01 ensite\x99 x ep system bedrail mount' 'ensite-cr-64-01 ensite\x99 x ep system recording system ic output cable'
"['DTX Studio\x99 AI SDK', 'DTX Studio\x99 Clinic']","Analyzer, Medical Image",MYN,2023-03-29,'dtx studio\x99 ai sdk' 'dtx studio\x99 clinic'
"['R9 Digital Color Doppler Ultrasound System', 'R11 Digital Color Doppler Ultrasound System', 'P9 Elite Digital Color Doppler Ultrasound System', 'P10N Digital Color Doppler Ultrasound System', 'P11 Exp Digital Color Doppler Ultrasound System', 'P10 Elite Digital Color Doppler Ultrasound System', 'R10 Digital Color Doppler Ultrasound System', 'M11 Digital Color Doppler Ultrasound System', 'P11 Pro Digital Color Doppler Ultrasound System', 'P11 Elite Digital Color Doppler Ultrasound System', 'P12 Exp Digital Color Doppler Ultrasound System', 'P11N Digital Color Doppler Ultrasound System', 'P12 Elite Digital Color Doppler Ultrasound System', 'R12/P12N/P11 Exp/P11 Elite/P11 Pro/ R11/P11N/P10 Elite/P10N/R10/P9 Elite/M11/R9', 'P12N Digital Color Doppler Ultrasound System', 'P12 Pro Digital Color Doppler Ultrasound System']","System, Imaging, Pulsed Doppler, Ultrasonic",IYN,2022-09-20,'r9 digital color doppler ultrasound system' 'r11 digital color doppler ultrasound system' 'p9 elite digital color doppler ultrasound system' 'p10n digital color doppler ultrasound system' 'p11 exp digital color doppler ultrasound system' 'p10 elite digital color doppler ultrasound system' 'r10 digital color doppler ultrasound system' 'm11 digital color doppler ultrasound system' 'p11 pro digital color doppler ultrasound system' 'p11 elite digital color doppler ultrasound system' 'p12 exp digital color doppler ultrasound system' 'p11n digital color doppler ultrasound system' 'p12 elite digital color doppler ultrasound system' 'r12/p12n/p11 exp/p11 elite/p11 pro/ r11/p11n/p10 elite/p10n/r10/p9 elite/m11/r9' 'p12n digital color doppler ultrasound system' 'p12 pro digital color doppler ultrasound system'
"['R9 Digital Color Doppler Ultrasound System', 'R11 Digital Color Doppler Ultrasound System', 'P9 Elite Digital Color Doppler Ultrasound System', 'P10N Digital Color Doppler Ultrasound System', 'P11 Exp Digital Color Doppler Ultrasound System', 'P10 Elite Digital Color Doppler Ultrasound System', 'R10 Digital Color Doppler Ultrasound System', 'M11 Digital Color Doppler Ultrasound System', 'P11 Pro Digital Color Doppler Ultrasound System', 'P11 Elite Digital Color Doppler Ultrasound System', 'P12 Exp Digital Color Doppler Ultrasound System', 'P11N Digital Color Doppler Ultrasound System', 'P12 Elite Digital Color Doppler Ultrasound System', 'R12/P12N/P11 Exp/P11 Elite/P11 Pro/ R11/P11N/P10 Elite/P10N/R10/P9 Elite/M11/R9', 'P12N Digital Color Doppler Ultrasound System', 'P12 Pro Digital Color Doppler Ultrasound System']","Transducer, Ultrasonic, Diagnostic",ITX,2022-09-20,'r9 digital color doppler ultrasound system' 'r11 digital color doppler ultrasound system' 'p9 elite digital color doppler ultrasound system' 'p10n digital color doppler ultrasound system' 'p11 exp digital color doppler ultrasound system' 'p10 elite digital color doppler ultrasound system' 'r10 digital color doppler ultrasound system' 'm11 digital color doppler ultrasound system' 'p11 pro digital color doppler ultrasound system' 'p11 elite digital color doppler ultrasound system' 'p12 exp digital color doppler ultrasound system' 'p11n digital color doppler ultrasound system' 'p12 elite digital color doppler ultrasound system' 'r12/p12n/p11 exp/p11 elite/p11 pro/ r11/p11n/p10 elite/p10n/r10/p9 elite/m11/r9' 'p12n digital color doppler ultrasound system' 'p12 pro digital color doppler ultrasound system'
"['R9 Digital Color Doppler Ultrasound System', 'R11 Digital Color Doppler Ultrasound System', 'P9 Elite Digital Color Doppler Ultrasound System', 'P10N Digital Color Doppler Ultrasound System', 'P11 Exp Digital Color Doppler Ultrasound System', 'P10 Elite Digital Color Doppler Ultrasound System', 'R10 Digital Color Doppler Ultrasound System', 'M11 Digital Color Doppler Ultrasound System', 'P11 Pro Digital Color Doppler Ultrasound System', 'P11 Elite Digital Color Doppler Ultrasound System', 'P12 Exp Digital Color Doppler Ultrasound System', 'P11N Digital Color Doppler Ultrasound System', 'P12 Elite Digital Color Doppler Ultrasound System', 'R12/P12N/P11 Exp/P11 Elite/P11 Pro/ R11/P11N/P10 Elite/P10N/R10/P9 Elite/M11/R9', 'P12N Digital Color Doppler Ultrasound System', 'P12 Pro Digital Color Doppler Ultrasound System']","System, Imaging, Pulsed Echo, Ultrasonic",IYO,2022-09-20,'r9 digital color doppler ultrasound system' 'r11 digital color doppler ultrasound system' 'p9 elite digital color doppler ultrasound system' 'p10n digital color doppler ultrasound system' 'p11 exp digital color doppler ultrasound system' 'p10 elite digital color doppler ultrasound system' 'r10 digital color doppler ultrasound system' 'm11 digital color doppler ultrasound system' 'p11 pro digital color doppler ultrasound system' 'p11 elite digital color doppler ultrasound system' 'p12 exp digital color doppler ultrasound system' 'p11n digital color doppler ultrasound system' 'p12 elite digital color doppler ultrasound system' 'r12/p12n/p11 exp/p11 elite/p11 pro/ r11/p11n/p10 elite/p10n/r10/p9 elite/m11/r9' 'p12n digital color doppler ultrasound system' 'p12 pro digital color doppler ultrasound system'
